CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],vm_id,datetime,Memory usage [%]
8,20799.996936,16243.064273938002,78.09166666666667,20971520.0,3984587.2,0.1333333333333333,10.466666666666669,7498.266666666666,109.8,195,2013-08-12 13:40:46,18.99999237060547
8,20799.996936,15307.064411818,73.59166666666667,20971520.0,4515865.333333333,0.2666666666666666,9.933333333333334,7827.266666666666,104.66666666666669,195,2013-08-12 13:45:46,21.533323923746746
8,20799.996936,14190.797909586,68.225,20971520.0,3621080.2666666666,2.6666666666666665,7.933333333333334,7717.8,92.33333333333331,195,2013-08-12 13:50:46,17.266656239827473
8,20799.996936,8538.398742227999,41.05,20971520.0,3411366.6666666665,2.8,7.8,3045.2,50.4,195,2013-08-12 13:55:46,16.266663869222004
8,20799.996936,10514.398451148,50.55,20971520.0,2936011.2,0.0666666666666666,5.666666666666667,4502.2,61.53333333333333,195,2013-08-12 14:00:46,13.999992370605469
8,20799.996936,1360.6664662299995,6.541666666666666,20971520.0,2195017.6,2.6666666666666665,2.6,21.266666666666666,3.066666666666667,195,2013-08-12 14:05:46,10.466659545898438
8,20799.996936,72.79998927599999,0.35,20971520.0,573219.7333333333,0.0,1.0,0.0,1.0,195,2013-08-12 14:10:46,2.7333246866861978
8,20799.996936,69.33332312,0.3333333333333333,20971520.0,111846.4,0.0,0.9333333333333332,0.0,1.0,195,2013-08-12 14:15:46,0.5333251953125
8,20799.996936,71.06665619799999,0.3416666666666666,20971520.0,0.0,0.0,0.8666666666666667,0.0,1.0,195,2013-08-12 14:20:46,0.0
8,20799.996936,71.06665619799999,0.3416666666666666,20971520.0,97865.6,0.0,1.0666666666666669,0.0,1.0,195,2013-08-12 14:25:46,0.46665954589843756
8,20799.996936,71.06665619799999,0.3416666666666666,20971520.0,69904.0,0.0,1.0666666666666669,0.0,1.0,195,2013-08-12 14:30:46,0.3333282470703125
8,20799.996936,71.06665619799999,0.3416666666666666,20971520.0,181752.53333333333,0.0,0.9333333333333332,0.0,1.0,195,2013-08-12 14:35:46,0.8666636149088542
8,20799.996936,71.06665619799999,0.3416666666666666,20971520.0,139809.6,0.0,1.6666666666666667,0.0666666666666666,1.1333333333333333,195,2013-08-12 14:40:46,0.6666641235351562
8,20799.996936,71.06665619799999,0.3416666666666666,20971520.0,69904.0,0.0,0.8666666666666667,0.0,1.0,195,2013-08-12 14:45:46,0.3333282470703125
8,20799.996936,71.06665619799999,0.3416666666666666,20971520.0,0.0,0.0,1.0666666666666669,0.0,1.0,195,2013-08-12 14:50:46,0.0
8,20799.996936,76.266655432,0.3666666666666666,20971520.0,139809.06666666668,0.0666666666666666,2.3333333333333335,0.0,1.5333333333333334,195,2013-08-12 14:55:46,0.6666615804036459
8,20799.996936,71.06665619799999,0.3416666666666666,20971520.0,111846.4,0.0,0.8666666666666667,0.0,1.0,195,2013-08-12 15:00:46,0.5333251953125
8,20799.996936,72.79998927599999,0.35,20971520.0,111846.4,0.0,7.533333333333333,0.2,1.1333333333333333,195,2013-08-12 15:05:46,0.5333251953125
8,20799.996936,103.99998468,0.5,20971520.0,125828.0,0.0,0.8666666666666667,54.06666666666667,63.0,195,2013-08-12 15:10:46,0.5999946594238281
8,20799.996936,69.33332312,0.3333333333333333,20971520.0,0.0,0.0,0.9333333333333332,0.0,1.0,195,2013-08-12 15:15:46,0.0
8,20799.996936,72.79998927599999,0.35,20971520.0,0.0,0.0,0.8666666666666667,0.0,1.0,195,2013-08-12 15:20:46,0.0
8,20799.996936,3955.466083996,19.016666666666666,20971520.0,1006632.0,2.6666666666666665,3.1333333333333333,6117.733333333334,53.53333333333333,195,2013-08-12 15:25:46,4.799995422363281
8,20799.996936,691.599898122,3.325,20971520.0,3271555.2,0.0,1.9333333333333331,19.333333333333332,4.6,195,2013-08-12 15:30:46,15.599990844726562
8,20799.996936,3217.0661927680003,15.466666666666669,20971520.0,1020612.2666666668,2.6,3.1333333333333333,793.2666666666667,9.0,195,2013-08-12 15:35:46,4.866658528645834
8,20799.996936,8661.465390766001,41.64166666666667,20971520.0,1719663.2,0.0,1.0,6141.866666666667,54.6,195,2013-08-12 15:40:46,8.199993133544922
8,20799.996936,21458.663505639997,100.0,20971520.0,6613018.133333334,0.0,0.9333333333333332,550.6666666666666,7.066666666666666,195,2013-08-12 15:45:46,31.53332773844401
8,20799.996936,21456.930172562003,100.0,20971520.0,11240732.266666668,0.0,1.1333333333333333,1.4666666666666666,1.2666666666666666,195,2013-08-12 15:50:47,53.59998830159506
8,20799.996936,21507.196831824003,100.0,20971520.0,6221549.066666666,0.0666666666666666,2.4,0.9333333333333332,0.8666666666666667,195,2013-08-12 15:55:47,29.66665776570638
8,20799.996936,21470.796837185997,100.0,20971520.0,5103069.333333333,0.0,1.9333333333333331,0.2666666666666666,0.9333333333333332,195,2013-08-12 16:00:47,24.33333079020182
8,20799.996936,21469.063504107995,100.0,20971520.0,4641694.666666667,0.0,1.2,0.2,0.9333333333333332,195,2013-08-12 16:05:47,22.133324940999348
8,20799.996936,21443.063507937997,100.0,20971520.0,4753543.2,0.0,1.0666666666666669,0.2,0.9333333333333332,195,2013-08-12 16:10:47,22.66666030883789
8,20799.996936,21446.530174094,100.0,20971520.0,5158992.533333333,0.0,0.8666666666666667,0.2,0.8,195,2013-08-12 16:15:47,24.59999338785807
8,20799.996936,21477.730169498,100.0,20971520.0,4501884.8,0.0,0.8,0.2,0.9333333333333332,195,2013-08-12 16:20:47,21.466659545898438
8,20799.996936,21451.730173328004,100.0,20971520.0,4543828.0,0.0,1.0,0.2,1.0,195,2013-08-12 16:25:47,21.66666030883789
8,20799.996936,21443.063507937997,100.0,20971520.0,4515866.4,0.0,0.9333333333333332,0.0,0.8666666666666667,195,2013-08-12 16:30:47,21.533329010009766
8,20799.996936,21510.66349798,100.0,20971520.0,5019181.866666666,0.0,0.6666666666666666,0.2,0.8666666666666667,195,2013-08-12 16:35:47,23.933324178059895
8,20799.996936,21474.263503341997,100.0,20971520.0,4417999.733333333,0.0,0.8,0.2,0.8666666666666667,195,2013-08-12 16:40:47,21.06666437784831
8,20799.996936,21470.796837185997,100.0,20971520.0,4376056.0,0.0,8.8,0.2,1.0,195,2013-08-12 16:45:47,20.866661071777344
8,20799.996936,21522.796829526,100.0,20971520.0,4236245.6,0.0,0.7333333333333333,0.0,0.9333333333333332,195,2013-08-12 16:50:47,20.19999313354492
8,20799.996936,21406.6635133,100.0,20971520.0,3649042.133333334,0.0,2.066666666666667,0.2,1.0,195,2013-08-12 16:55:47,17.399988810221355
8,20799.996936,21491.596834122,100.0,20971520.0,3970606.6666666665,0.0,2.0,0.0666666666666666,1.0,195,2013-08-12 17:00:47,18.93332799275716
8,20799.996936,21505.463498746,100.0,20971520.0,4641695.2,0.0666666666666666,1.7333333333333334,0.0,1.0666666666666669,195,2013-08-12 17:05:47,22.13332748413086
8,20799.996936,21397.996847910003,100.0,20971520.0,4404017.866666666,0.0,0.7333333333333333,0.0666666666666666,0.7333333333333333,195,2013-08-12 17:10:47,20.999993642171223
8,20799.996936,21515.863497214,100.0,20971520.0,4166340.533333333,0.0666666666666666,1.0,0.4666666666666667,0.9333333333333332,195,2013-08-12 17:15:47,19.86665980021159
8,20799.996936,21472.530170264003,100.0,20971520.0,3788852.533333333,0.0,0.8666666666666667,0.0666666666666666,1.0666666666666669,195,2013-08-12 17:20:47,18.066656748453774
8,20799.996936,21472.530170264003,100.0,20971520.0,3677004.533333333,0.0,0.8,0.2,0.9333333333333332,195,2013-08-12 17:25:47,17.533323923746742
8,20799.996936,21477.730169498,100.0,20971520.0,4473922.933333334,0.0,0.9333333333333332,0.0,1.0,195,2013-08-12 17:30:47,21.33332697550456
8,20799.996936,21443.063507937997,100.0,20971520.0,4180321.6,0.0,0.7333333333333333,0.0,0.8666666666666667,195,2013-08-12 17:35:47,19.933326721191406
8,20799.996936,21418.796844846,100.0,20971520.0,4208283.2,0.0,0.9333333333333332,0.2,0.8666666666666667,195,2013-08-12 17:40:47,20.06665802001953
8,20799.996936,21482.930168732004,100.0,20971520.0,4501885.333333333,0.0,11.333333333333334,0.2666666666666666,0.8,195,2013-08-12 17:45:47,21.46666208902995
8,20799.996936,21510.66349798,100.0,20971520.0,4222265.333333333,0.0,0.8666666666666667,0.0,0.8,195,2013-08-12 17:50:47,20.13333002726237
8,20799.996936,21475.99683642,100.0,20971520.0,4306150.666666667,0.0,2.066666666666667,0.0,1.0666666666666669,195,2013-08-12 17:55:47,20.533326466878258
8,20799.996936,21427.463510236,100.0,20971520.0,4138379.2,0.0,1.6,0.2,1.0,195,2013-08-12 18:00:47,19.733329772949222
8,20799.996936,21456.930172562003,100.0,20971520.0,4362073.6,0.0,1.4,0.2,1.0,195,2013-08-12 18:05:47,20.79998779296875
8,20799.996936,21474.263503341997,100.0,20971520.0,3299517.6,0.0666666666666666,1.3333333333333333,0.2666666666666666,1.0666666666666669,195,2013-08-12 18:10:47,15.733325958251953
8,20799.996936,21467.33017103,100.0,20971520.0,4529847.2,0.0,0.8,0.0666666666666666,0.8,195,2013-08-12 18:15:47,21.599994659423828
8,20799.996936,21479.463502575996,100.0,20971520.0,4487904.8,124.46666666666668,20.133333333333333,0.0,0.8,195,2013-08-12 18:20:47,21.39999771118164
8,20799.996936,21465.596837952,100.0,20971520.0,4585770.933333334,0.0,7.533333333333333,0.0,1.1333333333333333,195,2013-08-12 18:25:47,21.86665980021159
8,20799.996936,21496.796833356,100.0,20971520.0,4697619.466666667,0.0,8.333333333333334,0.2666666666666666,0.9333333333333332,195,2013-08-12 18:30:47,22.39999516805013
8,20799.996936,21475.99683642,100.0,20971520.0,4529846.933333334,0.0,10.466666666666669,0.4,1.0,195,2013-08-12 18:35:47,21.599993387858074
8,20799.996936,21444.796841015996,100.0,20971520.0,5270841.066666666,31.333333333333332,4.8,0.0666666666666666,0.8666666666666667,195,2013-08-12 18:40:47,25.133328755696617
8,20799.996936,21517.596830292,100.0,20971520.0,4376056.266666667,0.0,1.5333333333333334,0.4666666666666667,0.8666666666666667,195,2013-08-12 18:45:47,20.866662343343098
8,20799.996936,21507.196831824003,100.0,20971520.0,4264206.666666667,0.0,0.8666666666666667,0.0666666666666666,0.8,195,2013-08-12 18:50:47,20.33332188924154
8,20799.996936,21491.596834122,100.0,20971520.0,4431979.466666667,0.0666666666666666,2.066666666666667,0.2,0.8666666666666667,195,2013-08-12 18:55:47,21.133324940999348
8,20799.996936,21439.596841782,100.0,20971520.0,4110415.7333333334,0.0,2.0,0.2,1.0,195,2013-08-12 19:00:47,19.59998957316081
8,20799.996936,21439.596841782,100.0,20971520.0,3970605.866666666,0.0,1.2,0.0666666666666666,1.0,195,2013-08-12 19:05:47,18.933324178059895
8,20799.996936,21420.530177924,100.0,20971520.0,4501884.0,0.0,0.8,0.1333333333333333,0.9333333333333332,195,2013-08-12 19:10:47,21.466655731201172
8,20799.996936,21347.730188648,100.0,20971520.0,4627714.133333334,0.0,0.7333333333333333,0.2,0.8666666666666667,195,2013-08-12 19:15:47,22.066660563151043
8,20799.996936,21488.130167966,100.0,20971520.0,4306150.4,0.0,0.8666666666666667,0.0666666666666666,0.7333333333333333,195,2013-08-12 19:20:47,20.5333251953125
8,20799.996936,21413.596845612,100.0,20971520.0,4529847.466666667,0.0,1.0,0.2666666666666666,0.8666666666666667,195,2013-08-12 19:25:47,21.599995930989586
8,20799.996936,21531.463494916,100.0,20971520.0,4390036.533333333,0.0,0.9333333333333332,0.0,0.9333333333333332,195,2013-08-12 19:30:47,20.93332544962565
8,20799.996936,21475.99683642,100.0,20971520.0,3621080.2666666666,0.0,0.8,0.1333333333333333,0.8666666666666667,195,2013-08-12 19:35:47,17.266656239827473
8,20799.996936,21439.596841782,100.0,20971520.0,3732928.8,0.0,0.9333333333333332,0.5333333333333333,0.9333333333333332,195,2013-08-12 19:40:47,17.799991607666016
8,20799.996936,21460.396838718,100.0,20971520.0,4725581.866666666,0.0,0.8666666666666667,0.3333333333333333,0.9333333333333332,195,2013-08-12 19:45:47,22.53333028157552
8,20799.996936,21411.863512534,100.0,20971520.0,4879371.733333333,0.0,1.1333333333333333,0.1333333333333333,1.0,195,2013-08-12 19:50:47,23.26665751139323
8,20799.996936,21408.396846378,100.0,20971520.0,4012549.866666666,0.0,2.4,0.0666666666666666,1.0666666666666669,195,2013-08-12 19:55:47,19.133328755696613
8,20799.996936,21470.796837185997,100.0,20971520.0,4515865.6,124.53333333333332,16.066666666666666,0.2666666666666666,1.2,195,2013-08-12 20:00:47,21.533325195312496
8,20799.996936,21425.730177158,100.0,20971520.0,4991219.733333333,0.0,1.2,0.0,1.0,195,2013-08-12 20:05:47,23.79999033610026
8,20799.996936,21495.063500277996,100.0,20971520.0,4180321.866666666,31.333333333333332,3.466666666666667,0.0,0.9333333333333332,195,2013-08-12 20:10:48,19.93332799275716
8,20799.996936,21529.730161838,100.0,20971520.0,4320132.0,12.8,18.2,0.6,1.0,195,2013-08-12 20:15:48,20.599994659423828
8,20799.996936,21508.930164902,100.0,20971520.0,3621080.2666666666,0.0,1.4,0.5333333333333333,0.9333333333333332,195,2013-08-12 20:20:48,17.266656239827473
8,20799.996936,21488.130167966,100.0,20971520.0,4026529.3333333335,0.0666666666666666,0.8,0.0666666666666666,0.8666666666666667,195,2013-08-12 20:25:48,19.199988047281902
8,20799.996936,21456.930172562003,100.0,20971520.0,3830796.2666666666,0.0,0.8,0.0,0.8666666666666667,195,2013-08-12 20:30:48,18.26666005452474
8,20799.996936,21423.996844079997,100.0,20971520.0,3886720.533333333,0.0,0.9333333333333332,0.0,0.8666666666666667,195,2013-08-12 20:35:48,18.53332773844401
8,20799.996936,21434.396842548,100.0,20971520.0,3802833.066666667,0.0,0.8,0.0,0.8,195,2013-08-12 20:40:48,18.133321126302086
8,20799.996936,21458.663505639997,100.0,20971520.0,4571790.4,0.0,1.1333333333333333,1.1333333333333333,1.4666666666666666,195,2013-08-12 20:45:48,21.79999542236328
8,20799.996936,21488.130167966,100.0,20971520.0,4571790.133333334,0.0,0.7333333333333333,0.0,0.8666666666666667,195,2013-08-12 20:50:48,21.799994150797527
8,20799.996936,21441.33017486,100.0,20971520.0,4473922.4,0.0,2.1333333333333333,0.0,0.9333333333333332,195,2013-08-12 20:55:48,21.33332443237305
8,20799.996936,21503.730165668,100.0,20971520.0,4054492.0,0.0,1.6,0.0,1.0666666666666669,195,2013-08-12 21:00:48,19.333324432373047
8,20799.996936,21470.796837185997,100.0,20971520.0,4264207.2,0.0,1.1333333333333333,0.2,1.0,195,2013-08-12 21:05:48,20.333324432373047
8,20799.996936,21423.996844079997,100.0,20971520.0,4725581.066666666,0.0,1.0,0.1333333333333333,0.8,195,2013-08-12 21:10:48,22.533326466878254
8,20799.996936,21536.66349414999,100.0,20971520.0,5592403.466666667,0.0,1.2666666666666666,789.2666666666667,17.6,195,2013-08-12 21:15:48,26.666657765706383
8,20799.996936,21469.063504107995,100.0,20971520.0,6291453.866666666,0.0,0.8,91.6,1.8,195,2013-08-12 21:20:48,29.999989827473954
8,20799.996936,21482.930168732004,100.0,20971520.0,5578422.133333334,0.0,0.8666666666666667,0.2,0.8666666666666667,195,2013-08-12 21:25:48,26.59998957316081
8,20799.996936,21519.330163370003,100.0,20971520.0,4278189.066666666,0.0,0.7333333333333333,1.6666666666666667,9.0,195,2013-08-12 21:30:48,20.39999516805013
8,20799.996936,21422.263511002,100.0,20971520.0,7046430.4,0.0,1.7333333333333334,1072.2,19.533333333333335,195,2013-08-12 21:35:48,33.599998474121094
